Institution Name,City,State,ZIP Code,Cluster,In-State Tuition,Out-of-State Tuition,Total Cost ($),% Receiving Pell Grants,% Receiving Federal Loans,Graduation Rate (4-Year),3-Year Default Rate,Latitude,Longitude
Johns Hopkins University,Baltimore,MD,21218,"Elite, Low-Aid Institutions",63340.0,63340.0,81300.0,0.1976,0.1145,0.9463,0.0,39.33031,-76.60235
Loyola University Maryland,Baltimore,MD,21210,"Elite, Low-Aid Institutions",55480.0,55480.0,71606.0,0.177,0.5271,0.8049,0.0,39.35878,-76.63521
University of Maryland Global Campus,Adelphi,MD,20783,"Middle-Tier, Mixed-Aid Institutions",7992.0,12336.0,19790.0,0.2844,0.1757,0.2958,0.0,38.99988,-76.96886
University of Maryland-Baltimore County,Baltimore,MD,21250,"Middle-Tier, Mixed-Aid Institutions",12952.0,30308.0,27935.0,0.296,0.2915,0.7055,0.0,39.25558,-76.71117
University of Maryland-College Park,College Park,MD,20742,"Elite, Low-Aid Institutions",11505.0,40306.0,28073.0,0.1859,0.2269,0.8862,0.0,38.99422,-76.94347
Maryland Institute College of Art,Baltimore,MD,21217,"Elite, Low-Aid Institutions",55150.0,55150.0,71366.0,0.2081,0.402,0.7133,0.0,39.30701,-76.63833
University of Maryland Eastern Shore,Princess Anne,MD,21853,"High-Risk, High-Aid Institutions",8898.0,19728.0,27799.0,0.5261,0.5184,0.3464,0.0,38.20453,-75.7102
Morgan State University,Baltimore,MD,21251,"High-Risk, High-Aid Institutions",8118.0,18800.0,24778.0,0.5445,0.6533,0.4161,0.0,39.34993,-76.58027
Mount St. Mary's University,Emmitsburg,MD,21727,"Elite, Low-Aid Institutions",47240.0,47240.0,62078.0,0.269,0.5965,0.5802,0.0,39.68865,-77.33096
Notre Dame of Maryland University,Baltimore,MD,21210,"High-Risk, High-Aid Institutions",41910.0,41910.0,60362.0,0.3227,0.7742,0.5195,0.0,39.35878,-76.63521
Salisbury University,Salisbury,MD,21801,"Middle-Tier, Mixed-Aid Institutions",10638.0,21332.0,26134.0,0.2405,0.3962,0.6745,0.0,38.38106,-75.64073
St. Mary's College of Maryland,St. Mary's City,MD,20686,"Elite, Low-Aid Institutions",15236.0,31312.0,31319.0,0.2017,0.4222,0.6804,0.0,38.18557,-76.43898
St. John's College,Annapolis,MD,21401,"Elite, Low-Aid Institutions",39126.0,39126.0,52683.0,0.2208,0.4935,0.6741,0.0,38.98967,-76.5505
St. John's College,Annapolis,MD,21401,"Elite, Low-Aid Institutions",39126.0,39126.0,52683.0,0.2208,0.4935,0.6741,0.0,38.98967,-76.5505
Towson University,Towson,MD,21252,"Middle-Tier, Mixed-Aid Institutions",11306.0,28326.0,26621.0,0.3346,0.4312,0.6762,0.0,39.39413,-76.61144
Stevenson University,Owings Mills,MD,21117,"Elite, Low-Aid Institutions",39708.0,39708.0,57322.0,0.2894,0.47,0.6642,0.0,39.42719,-76.77795
Washington College,Chestertown,MD,21620,"Elite, Low-Aid Institutions",54356.0,54356.0,70191.0,0.2052,0.5016,0.7411,0.0,39.20667,-76.08739
McDaniel College,Westminster,MD,21157,"Elite, Low-Aid Institutions",49647.0,49647.0,62974.0,0.3381,0.6127,0.6376,0.0,39.54889,-76.98162
Hult International Business School,Cambridge,MA,02141,"Elite, Low-Aid Institutions",54890.0,54890.0,74875.0,0.0836,0.085,0.6582,0.0,42.37041,-71.08218
American International College,Springfield,MA,01109,"High-Risk, High-Aid Institutions",42970.0,42970.0,55463.0,0.5004,0.8055,0.4228,0.0,42.11839,-72.54876
Amherst College,Amherst,MA,01002,"Elite, Low-Aid Institutions",67280.0,67280.0,83650.0,0.216,0.0875,0.9342,0.0,42.37633,-72.46462
Anna Maria College,Paxton,MA,01612,"High-Risk, High-Aid Institutions",43064.0,43064.0,61106.0,0.3424,0.6324,0.4044,0.0,42.31037,-71.93095
Assumption University,Worcester,MA,01609,"Elite, Low-Aid Institutions",49414.0,49414.0,61777.0,0.1937,0.8421,0.7459,0.0,42.28592,-71.82853
Babson College,Wellesley,MA,02457,"Elite, Low-Aid Institutions",56032.0,56032.0,77248.0,0.1423,0.2601,0.9236,0.0,42.29777,-71.26887
Boston Baptist College,Boston,MA,02136,"High-Risk, High-Aid Institutions",14304.0,14304.0,26691.0,0.575,0.4,0.4444,0.0,42.25505,-71.12662
Bay Path University,Longmeadow,MA,01106,"High-Risk, High-Aid Institutions",37227.0,37227.0,47064.0,0.6616,0.8395,0.5694,0.0,42.04877,-72.57163
Bentley University,Waltham,MA,02452,"Elite, Low-Aid Institutions",58150.0,58150.0,77082.0,0.1508,0.4268,0.8821,0.0,42.39365,-71.2202
Berklee College of Music,Boston,MA,02215,"Elite, Low-Aid Institutions",50270.0,50270.0,69874.0,0.1536,0.326,0.6635,0.0,42.34741,-71.10276
Boston Architectural College,Boston,MA,02115,"Middle-Tier, Mixed-Aid Institutions",26800.0,26800.0,47152.0,0.202,0.2896,0.3846,0.0,42.34046,-71.09481
Boston College,Chestnut Hill,MA,02467,"Elite, Low-Aid Institutions",67680.0,67680.0,83683.0,0.1273,0.3199,0.9099,0.0,42.31725,-71.16096
Boston University,Boston,MA,02215,"Elite, Low-Aid Institutions",65168.0,65168.0,82694.0,0.1797,0.2261,0.8997,0.0,42.34741,-71.10276
Brandeis University,Waltham,MA,02454,"Elite, Low-Aid Institutions",64946.0,64946.0,82123.0,0.144,0.2834,0.8611,0.0,,
Bridgewater State University,Bridgewater,MA,02325,"High-Risk, High-Aid Institutions",11389.0,17529.0,25164.0,0.3031,0.7135,0.5461,0.0,41.98875,-70.96449
Clark University,Worcester,MA,01610,"Elite, Low-Aid Institutions",55160.0,55160.0,64426.0,0.2126,0.5776,0.7712,0.0,42.24645,-71.80968
Curry College,Milton,MA,02186,"Elite, Low-Aid Institutions",46220.0,46220.0,61556.0,0.2831,0.7119,0.4825,0.0,42.23854,-71.08464
Dean College,Franklin,MA,02038,"High-Risk, High-Aid Institutions",44960.0,44960.0,62802.0,0.296,0.7115,0.4317,0.0,42.08622,-71.41126
Eastern Nazarene College,Quincy,MA,02170,"High-Risk, High-Aid Institutions",28610.0,28610.0,41948.0,0.3496,0.5844,0.3529,0.0,42.26644,-71.01621
Emerson College,Boston,MA,02116,"Elite, Low-Aid Institutions",55392.0,55392.0,77153.0,0.1499,0.4662,0.7927,0.0,42.35105,-71.07638
Emmanuel College,Boston,MA,02115,"Elite, Low-Aid Institutions",46686.0,46686.0,63864.0,0.2034,0.6174,0.6582,0.0,42.34046,-71.09481
Endicott College,Beverly,MA,01915,"Elite, Low-Aid Institutions",39212.0,39212.0,57533.0,0.1313,0.6464,0.7543,0.0,42.56841,-70.8647
Fisher College,Boston,MA,02116,"High-Risk, High-Aid Institutions",35013.0,35013.0,52723.0,0.42,0.6288,0.2844,0.0,42.35105,-71.07638
Fitchburg State University,Fitchburg,MA,01420,"Middle-Tier, Mixed-Aid Institutions",11046.0,17126.0,24517.0,0.3101,0.4997,0.5273,0.0,42.58559,-71.81693
Framingham State University,Framingham,MA,01701,"High-Risk, High-Aid Institutions",11630.0,17710.0,26539.0,0.3448,0.5475,0.4954,0.0,42.32195,-71.43796
Benjamin Franklin Cummings Institute of Technology,Boston,MA,02116,"High-Risk, High-Aid Institutions",18906.0,18906.0,27631.0,0.4023,0.5009,0.4716,0.0,42.35105,-71.07638
Gordon College,Wenham,MA,01984,"Elite, Low-Aid Institutions",28100.0,28100.0,41160.0,0.2102,0.5611,0.6763,0.0,42.60078,-70.8826
Hampshire College,Amherst,MA,01002,"Elite, Low-Aid Institutions",56630.0,56630.0,71224.0,0.376,0.5846,0.5723,0.0,42.37633,-72.46462
Harvard University,Cambridge,MA,02138,"Elite, Low-Aid Institutions",59076.0,59076.0,82842.0,0.1579,0.0488,0.9733,0.0,42.37997,-71.13446
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445,"Middle-Tier, Mixed-Aid Institutions",22490.0,22490.0,41282.0,0.1795,0.359,0.4444,0.0,42.32581,-71.13319
College of the Holy Cross,Worcester,MA,01610,"Elite, Low-Aid Institutions",60850.0,60850.0,76510.0,0.1473,0.4019,0.8961,0.0,42.24645,-71.80968
Lasell University,Newton,MA,02466,"Elite, Low-Aid Institutions",26000.0,26000.0,63387.0,0.3224,0.733,0.5317,0.0,42.34541,-71.24759
Lesley University,Cambridge,MA,02138,"Elite, Low-Aid Institutions",32780.0,32780.0,49226.0,0.2825,0.5129,0.6174,0.0,42.37997,-71.13446
Longy School of Music of Bard College,Cambridge,MA,02138,"Elite, Low-Aid Institutions",52950.0,52950.0,67675.0,0.1026,0.1026,0.4444,0.0,42.37997,-71.13446
University of Massachusetts-Lowell,Lowell,MA,01854,"Elite, Low-Aid Institutions",16570.0,35396.0,29521.0,0.2739,0.5352,0.701,0.0,42.64939,-71.34827
University of Massachusetts-Amherst,Amherst,MA,01003,"Elite, Low-Aid Institutions",17357.0,39293.0,33389.0,0.2029,0.4789,0.8316,0.0,42.39135,-72.52327
University of Massachusetts-Boston,Boston,MA,02125,"High-Risk, High-Aid Institutions",15496.0,37174.0,29698.0,0.4269,0.5171,0.5115,0.0,42.31578,-71.0562
MCPHS University,Boston,MA,02115,"Elite, Low-Aid Institutions",38850.0,38850.0,58975.0,0.2822,0.6584,0.6332,0.0,42.34046,-71.09481
Massachusetts College of Art and Design,Boston,MA,02115,"Elite, Low-Aid Institutions",14960.0,42180.0,32256.0,0.2761,0.5057,0.6919,0.0,42.34046,-71.09481
Massachusetts Institute of Technology,Cambridge,MA,02139,"Elite, Low-Aid Institutions",60156.0,60156.0,79850.0,0.1896,0.0657,0.9608,0.0,42.36224,-71.10253
Massachusetts Maritime Academy,Buzzards Bay,MA,02532,"Elite, Low-Aid Institutions",10816.0,23910.0,37721.0,0.1697,0.7926,0.7912,0.0,41.75111,-70.59713
Merrimack College,North Andover,MA,01845,"Elite, Low-Aid Institutions",51786.0,51786.0,68089.0,0.1518,0.6108,0.7213,0.0,42.67132,-71.08669
Montserrat College of Art,Beverly,MA,01915,"Elite, Low-Aid Institutions",39000.0,39000.0,56284.0,0.3277,0.7635,0.6154,0.0,42.56841,-70.8647
Mount Holyoke College,South Hadley,MA,01075,"Elite, Low-Aid Institutions",64142.0,64142.0,77545.0,0.2029,0.4277,0.8504,0.0,42.25672,-72.57928
The New England Conservatory of Music,Boston,MA,02115,"Elite, Low-Aid Institutions",58550.0,58550.0,77870.0,0.0752,0.2549,0.7778,0.0,42.34046,-71.09481
Nichols College,Dudley,MA,01571,"Elite, Low-Aid Institutions",40375.0,40375.0,55871.0,0.3041,0.7405,0.6364,0.0,42.05501,-71.93519
Massachusetts College of Liberal Arts,North Adams,MA,01247,"High-Risk, High-Aid Institutions",11884.0,20559.0,27705.0,0.4045,0.605,0.4913,0.0,42.69813,-73.09264
Northeastern University,Boston,MA,02115,"Elite, Low-Aid Institutions",63141.0,63141.0,81353.0,0.1234,0.2834,0.9038,0.0,42.34046,-71.09481
College of Our Lady of the Elms,Chicopee,MA,01013,"High-Risk, High-Aid Institutions",42061.0,42061.0,53145.0,0.4184,0.7092,0.6474,0.0,42.16059,-72.60788
Quincy College,Quincy,MA,02169,"Middle-Tier, Mixed-Aid Institutions",7536.0,7536.0,19527.0,0.3378,0.226,0.1663,0.0,42.23971,-71.01802
Regis College,Weston,MA,02493,"Elite, Low-Aid Institutions",47770.0,47770.0,64315.0,0.2774,0.669,0.6949,0.0,42.35893,-71.30009
Salem State University,Salem,MA,01970,"High-Risk, High-Aid Institutions",11978.0,18961.0,27615.0,0.3531,0.5675,0.5499,0.0,42.51298,-70.90266
Simmons University,Boston,MA,02115,"Elite, Low-Aid Institutions",45538.0,45538.0,63512.0,0.2984,0.6384,0.7125,0.0,42.34046,-71.09481
Bard College at Simon's Rock,Great Barrington,MA,01230,"Elite, Low-Aid Institutions",66594.0,66594.0,82465.0,0.2349,0.4597,0.5417,0.0,42.18197,-73.34244
Smith College,Northampton,MA,01063,"Elite, Low-Aid Institutions",61568.0,61568.0,82134.0,0.1815,0.1268,0.8966,0.0,42.31962,-72.63951
Springfield College,Springfield,MA,01109,"Elite, Low-Aid Institutions",43707.0,43707.0,57942.0,0.2166,0.7151,0.6763,0.0,42.11839,-72.54876
University of Massachusetts-Dartmouth,North Dartmouth,MA,02747,"High-Risk, High-Aid Institutions",15208.0,31750.0,31677.0,0.3564,0.658,0.4897,0.0,41.6577,-71.01202
Stonehill College,Easton,MA,02357,"Elite, Low-Aid Institutions",54500.0,54500.0,68412.0,0.1479,0.6179,0.8081,0.0,42.06224,-71.07751
Suffolk University,Boston,MA,02108,"Elite, Low-Aid Institutions",45380.0,45380.0,62822.0,0.2741,0.5597,0.5985,0.0,42.35657,-71.06516
Tufts University,Medford,MA,02155,"Elite, Low-Aid Institutions",67844.0,67844.0,84600.0,0.1158,0.1909,0.9333,0.0,42.42324,-71.10878
Wellesley College,Wellesley,MA,02481,"Elite, Low-Aid Institutions",64320.0,64320.0,83050.0,0.2056,0.1712,0.9121,0.0,42.31064,-71.27779
Wentworth Institute of Technology,Boston,MA,02115,"Elite, Low-Aid Institutions",41010.0,41010.0,55030.0,0.2257,0.5187,0.6863,0.0,42.34046,-71.09481
Western New England University,Springfield,MA,01119,"Elite, Low-Aid Institutions",46430.0,46430.0,58933.0,0.2502,0.8042,0.6389,0.0,42.12452,-72.51126
Westfield State University,Westfield,MA,01086,"High-Risk, High-Aid Institutions",11882.0,17962.0,26435.0,0.3336,0.5454,0.5486,0.0,,
Wheaton College (Massachusetts),Norton,MA,02766,"Elite, Low-Aid Institutions",62080.0,62080.0,76819.0,0.1962,0.7337,0.757,0.002,41.96402,-71.18418
Williams College,Williamstown,MA,01267,"Elite, Low-Aid Institutions",64860.0,64860.0,81164.0,0.1715,0.0604,0.9655,0.0,42.66593,-73.24209
Worcester Polytechnic Institute,Worcester,MA,01609,"Elite, Low-Aid Institutions",59070.0,59070.0,75678.0,0.1029,0.505,0.8843,0.0,42.28592,-71.82853
Worcester State University,Worcester,MA,01602,"Middle-Tier, Mixed-Aid Institutions",11286.0,17366.0,21586.0,0.289,0.4763,0.5551,0.0,42.27219,-71.84946
Adrian College,Adrian,MI,49221,"Elite, Low-Aid Institutions",40556.0,40556.0,54950.0,0.3114,0.7029,0.5595,0.0,41.90343,-84.06372
Albion College,Albion,MI,49224,"Elite, Low-Aid Institutions",55746.0,55746.0,68794.0,0.4526,0.6655,0.5709,0.0,42.27982,-84.74852
Alma College,Alma,MI,48801,"Elite, Low-Aid Institutions",47430.0,47430.0,61380.0,0.2092,0.6618,0.6373,0.0,43.37871,-84.67667
Alpena Community College,Alpena,MI,49707,"Middle-Tier, Mixed-Aid Institutions",5130.0,7800.0,11320.0,0.2077,0.0983,0.502,0.0,45.09375,-83.50186
Andrews University,Berrien Springs,MI,49104,"Elite, Low-Aid Institutions",33710.0,33710.0,43670.0,0.22,0.3471,0.6593,0.0,41.96348,-86.35877
Aquinas College,Grand Rapids,MI,49506,"Elite, Low-Aid Institutions",38520.0,38520.0,49018.0,0.2301,0.4277,0.625,0.003,42.94515,-85.6136
Baker College,Owosso,MI,48867,"Middle-Tier, Mixed-Aid Institutions",12810.0,12810.0,23456.0,0.3811,0.4831,0.3133,0.005,43.00537,-84.18766
Calvin University,Grand Rapids,MI,49546,"Elite, Low-Aid Institutions",38670.0,38670.0,53286.0,0.144,0.3363,0.7736,0.0,42.92815,-85.53629
Central Michigan University,Mount Pleasant,MI,48859,"High-Risk, High-Aid Institutions",14190.0,14190.0,26470.0,0.3064,0.6786,0.6184,0.0,43.58632,-84.77341
Cleary University,Howell,MI,48843,"Middle-Tier, Mixed-Aid Institutions",24842.0,24842.0,39110.0,0.2738,0.436,0.3939,0.0,42.56891,-83.92333
Concordia University Ann Arbor,Ann Arbor,MI,48105,"Elite, Low-Aid Institutions",34200.0,34200.0,50378.0,0.2419,0.5521,0.5,0.0,42.33117,-83.70587
College for Creative Studies,Detroit,MI,48202,"Elite, Low-Aid Institutions",51355.0,51355.0,61238.0,0.2826,0.5334,0.6962,0.0,42.37463,-83.07764
Davenport University,Grand Rapids,MI,49512,"Middle-Tier, Mixed-Aid Institutions",23324.0,23324.0,35864.0,0.301,0.476,0.4952,0.003,42.8821,-85.54764
University of Detroit Mercy,Detroit,MI,48221,"Elite, Low-Aid Institutions",32300.0,32300.0,40069.0,0.2513,0.3061,0.681,0.0,42.4272,-83.14949
Eastern Michigan University,Ypsilanti,MI,48197,"Middle-Tier, Mixed-Aid Institutions",15510.0,15510.0,28168.0,0.3656,0.4579,0.4549,0.001,42.1973,-83.62903
Ferris State University,Big Rapids,MI,49307,"Middle-Tier, Mixed-Aid Institutions",13630.0,13630.0,26066.0,0.3358,0.4698,0.4787,0.0,43.69797,-85.48272
Kettering University,Flint,MI,48504,"Elite, Low-Aid Institutions",46380.0,46380.0,58610.0,0.1681,0.4613,0.7054,0.002,43.05632,-83.74948
Grace Christian University,Wyoming,MI,49509,"High-Risk, High-Aid Institutions",14992.0,14992.0,24637.0,0.4979,0.5711,0.4286,0.0,42.89773,-85.69299
Cornerstone University,Grand Rapids,MI,49525,"Elite, Low-Aid Institutions",29100.0,29100.0,40737.0,0.2973,0.5457,0.6157,0.0,43.02144,-85.5918
Grand Valley State University,Allendale,MI,49401,"Elite, Low-Aid Institutions",14628.0,20820.0,26578.0,0.2577,0.4856,0.6865,0.0,42.9763,-85.95604
Great Lakes Christian College,Lansing,MI,48917,"High-Risk, High-Aid Institutions",19990.0,19990.0,29664.0,0.6241,0.6165,0.2593,0.0,42.72509,-84.63897
Henry Ford College,Dearborn,MI,48128,"Middle-Tier, Mixed-Aid Institutions",3460.0,7040.0,9983.0,0.4548,0.1823,0.1063,0.0,42.32054,-83.25952
Hope College,Holland,MI,49423,"Elite, Low-Aid Institutions",40420.0,40420.0,52206.0,0.1643,0.4632,0.8226,0.0,42.73964,-86.09015
Jackson College,Jackson,MI,49201,"Middle-Tier, Mixed-Aid Institutions",7040.0,9795.0,15892.0,0.3442,0.1768,0.1738,0.001,42.25213,-84.38301
Kalamazoo College,Kalamazoo,MI,49006,"Elite, Low-Aid Institutions",58764.0,58764.0,71173.0,0.2322,0.4686,0.817,0.0,42.29539,-85.6291
Lake Superior State University,Sault Ste Marie,MI,49783,"Middle-Tier, Mixed-Aid Institutions",14266.0,14266.0,25757.0,0.2906,0.435,0.5694,0.0,46.41495,-84.28006
Lawrence Technological University,Southfield,MI,48075,"Elite, Low-Aid Institutions",41872.0,41872.0,54266.0,0.1654,0.4665,0.6257,0.0,42.4618,-83.2299
Madonna University,Livonia,MI,48150,"Elite, Low-Aid Institutions",27360.0,27360.0,38809.0,0.295,0.5419,0.5815,0.0,42.36859,-83.37261
Rochester University,Rochester Hills,MI,48307,"High-Risk, High-Aid Institutions",27938.0,27938.0,36215.0,0.3108,0.5212,0.414,0.0,42.65953,-83.12301
University of Michigan-Ann Arbor,Ann Arbor,MI,48109,"Elite, Low-Aid Institutions",17228.0,58072.0,33345.0,0.1757,0.2101,0.9322,0.0,42.28408,-83.72531
Michigan State University,East Lansing,MI,48824,"Elite, Low-Aid Institutions",15988.0,43372.0,30528.0,0.2002,0.3339,0.8217,0.0,42.72129,-84.47607
Michigan Technological University,Houghton,MI,49931,"Elite, Low-Aid Institutions",18392.0,41340.0,32550.0,0.1823,0.4569,0.6872,0.0,47.13652,-88.6063
University of Michigan-Dearborn,Dearborn,MI,48128,"Middle-Tier, Mixed-Aid Institutions",14944.0,31360.0,22435.0,0.4385,0.3842,0.5655,0.0,42.32054,-83.25952
University of Michigan-Flint,Flint,MI,48502,"Middle-Tier, Mixed-Aid Institutions",14014.0,31274.0,23329.0,0.3467,0.42,0.4456,0.0,43.01429,-83.68866
Northern Michigan University,Marquette,MI,49855,"Middle-Tier, Mixed-Aid Institutions",13304.0,18800.0,26206.0,0.2739,0.507,0.5084,0.0,46.56603,-87.45932
Northwestern Michigan College,Traverse City,MI,49686,"Middle-Tier, Mixed-Aid Institutions",5350.0,12762.0,11821.0,0.285,0.2395,0.2489,0.0,44.82841,-85.53597
Northwood University,Midland,MI,48640,"Elite, Low-Aid Institutions",33000.0,33000.0,47114.0,0.2469,0.6629,0.6107,0.001,43.58394,-84.33648
Oakland University,Rochester Hills,MI,48309,"Middle-Tier, Mixed-Aid Institutions",14694.0,23188.0,25016.0,0.2983,0.3886,0.5694,0.0,42.65866,-83.18348
The University of Olivet,Olivet,MI,49076,"High-Risk, High-Aid Institutions",33076.0,33076.0,45849.0,0.4174,0.7545,0.3704,0.0,42.4309,-84.88657
Kuyper College,Grand Rapids,MI,49525,"Middle-Tier, Mixed-Aid Institutions",26390.0,26390.0,37282.0,0.3165,0.3924,0.5357,0.0,43.02144,-85.5918
Sacred Heart Major Seminary,Detroit,MI,48206,"Elite, Low-Aid Institutions",25560.0,25560.0,39466.0,0.0636,0.0636,0.6667,0.0,42.3751,-83.10782
Saginaw Valley State University,University Center,MI,48710,"Middle-Tier, Mixed-Aid Institutions",12240.0,28752.0,24043.0,0.3237,0.5121,0.5382,0.0,43.55649,-83.98781
Schoolcraft Community College District,Livonia,MI,48152,"Middle-Tier, Mixed-Aid Institutions",4448.0,7906.0,11921.0,0.2719,0.0708,0.153,0.0,42.42597,-83.37433
Siena Heights University,Adrian,MI,49221,"High-Risk, High-Aid Institutions",29778.0,29778.0,42802.0,0.309,0.6851,0.5111,0.0,41.90343,-84.06372
Spring Arbor University,Spring Arbor,MI,49283,"Elite, Low-Aid Institutions",32580.0,32580.0,43178.0,0.2591,0.5129,0.5985,0.0,42.20486,-84.55478
Wayne State University,Detroit,MI,48202,"Middle-Tier, Mixed-Aid Institutions",14297.0,30419.0,26794.0,0.4304,0.3972,0.5651,0.001,42.37463,-83.07764
Western Michigan University,Kalamazoo,MI,49008,"Middle-Tier, Mixed-Aid Institutions",15298.0,19098.0,28655.0,0.2537,0.4791,0.5777,0.0,42.26337,-85.61528
Academy College,Bloomington,MN,55431,"Elite, Low-Aid Institutions",18252.0,18252.0,34240.0,0.3243,0.5495,1.0,0.0,44.82607,-93.31195
Augsburg University,Minneapolis,MN,55454,"High-Risk, High-Aid Institutions",43942.0,43942.0,57966.0,0.515,0.7664,0.5244,0.0,44.97075,-93.24381
Bemidji State University,Bemidji,MN,56601,"Middle-Tier, Mixed-Aid Institutions",10164.0,10164.0,23066.0,0.2628,0.4478,0.534,0.0,47.50985,-94.84921
Bethany Lutheran College,Mankato,MN,56001,"Elite, Low-Aid Institutions",30010.0,30010.0,39624.0,0.221,0.4154,0.5956,0.0,44.13193,-93.97789
Bethel University,Saint Paul,MN,55112,"Elite, Low-Aid Institutions",42930.0,42930.0,56310.0,0.1898,0.473,0.7522,0.0,45.07443,-93.19169
Bethel University,Saint Paul,MN,55112,"Elite, Low-Aid Institutions",42930.0,42930.0,56310.0,0.1898,0.473,0.7522,0.0,45.07443,-93.19169
Bethel University,Saint Paul,MN,55112,"Middle-Tier, Mixed-Aid Institutions",42930.0,42930.0,56310.0,0.1898,0.473,0.7522,0.0,45.07443,-93.19169
Carleton College,Northfield,MN,55057,"Elite, Low-Aid Institutions",65457.0,65457.0,81350.0,0.1404,0.4342,0.9119,0.0,44.47281,-93.17939
Concordia College at Moorhead,Moorhead,MN,56562,"Elite, Low-Aid Institutions",30020.0,30020.0,43074.0,0.1976,0.567,0.7183,0.0,46.86458,-96.77021
Concordia University-Saint Paul,Saint Paul,MN,55104,"High-Risk, High-Aid Institutions",25000.0,25000.0,34495.0,0.3403,0.5598,0.5878,0.0,44.95423,-93.16283
Martin Luther College,New Ulm,MN,56073,"Elite, Low-Aid Institutions",17770.0,17770.0,29288.0,0.2265,0.698,0.7143,0.0,44.30757,-94.46878
Gustavus Adolphus College,Saint Peter,MN,56082,"Elite, Low-Aid Institutions",54310.0,54310.0,65976.0,0.2138,0.5548,0.7585,0.0,44.35217,-94.03329
Hamline University,Saint Paul,MN,55104,"Elite, Low-Aid Institutions",48311.0,48311.0,56738.0,0.3977,0.587,0.5771,0.0,44.95423,-93.16283
